ID	TYPE	Message	EXPRESSION	PATH	HASH
78	DEREFERENCE_NULLABLE	dereferenced expression bimage is @Nullable	    final Graphics2D bGr = bimage.createGraphics();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/OverlayPixelsImageEffect.java:27	8e2fd0982b4b8817e2a7b01fe6be522662e2bc48
79	DEREFERENCE_NULLABLE	dereferenced expression Game.screens() is @Nullable	        final Screen currentScreen = Game.screens().current();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/RenderComponent.java:127	f516d4121cd2e0722029cede0e91e517cedb421c
80	DEREFERENCE_NULLABLE	dereferenced expression this.currentBufferStrategy is @Nullable	        g = (Graphics2D) this.currentBufferStrategy.getDrawGraphics();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/RenderComponent.java:108	9435b97827d242155bd38d31428f5e4a76600710
81	DEREFERENCE_NULLABLE	dereferenced expression img is @Nullable	    final Graphics2D g = img.createGraphics();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/RotationImageEffect.java:31	72219e71b460ea4f9c43dc25a7d9c2f4e81f1676
82	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.image;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/Spritesheet.java:107	513913839bb2f0d5c366bb20d6dbd5584e89eb88
83	DEREFERENCE_NULLABLE	dereferenced expression Resources.spritesheets().get(this.getName()) is @Nullable	        && Resources.spritesheets().get(this.getName()).equals(this);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/Spritesheet.java:210	643689112842cec648289298912f7bb08ad42efd
84	DEREFERENCE_NULLABLE	dereferenced expression spritesheet is @Nullable	    this(spritesheet.getName(), spritesheet, loop, randomizeStart, keyFrameDurations);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/animation/Animation.java:74	5a02f3f9f86ed2f82c74f883c8b13257e9991c57
85	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.spritesheet;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/animation/Animation.java:180	84af5a9d04b929b7946fa07bc4676d59560e2620
86	DEREFERENCE_NULLABLE	dereferenced expression this.getCurrentKeyFrame() is @Nullable	        || Game.time().since(this.lastFrameUpdate) < this.getCurrentKeyFrame().getDuration()) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/animation/Animation.java:318	b3397498ea598583d05532b1c5293775758dc4dd
87	PASS_NULLABLE	passing @Nullable parameter 'sprite' where @NonNull is required	      sprite = effect.apply(sprite);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/animation/AnimationController.java:209	6009777e7e5f2ced2cd2d5f452ebeee32e8e8a34
88	DEREFERENCE_NULLABLE	dereferenced expression this.data().getTexts() is @Nullable	        if (this.data().getTexts().isEmpty()) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/Emitter.java:373	145149dcd2a07f817e3beecef99c5adb5121f1cc
89	WRONG_OVERRIDE_RETURN	method returns @Nullable, but superclass method de.gurkenlabs.litiengine.entities.Entity.getLocation() returns @NonNull	  @Nullable	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/EntityEmitter.java:68	8b94dba7be02633ef5893564bb7a3e4ccfe08405
90	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.color;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/particles/Particle.java:105	63f65a122faa86d85eb97be42e788342c9716a0e
91	METHOD_NO_INIT	initializer method does not guarantee @NonNull field animation (line 15) is initialized along all control-flow paths (remember to check for exceptions or early returns).	  public SpriteParticle(final Spritesheet spritesheet) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/particles/SpriteParticle.java:20	f1bddecbf833bc0931b8fd0a9dd99b19e714b252
92	DEREFERENCE_NULLABLE	dereferenced expression this.animation.getDefault() is @Nullable	    this.animation.getDefault().setLooping(loopSprite);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/particles/SpriteParticle.java:79	b7570709000c60a393b11f028174499a78108e57
93	DEREFERENCE_NULLABLE	dereferenced expression emitterData is @Nullable	    if (loadedEmitters.containsKey(emitterData.getName())) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/xml/EmitterLoader.java:50	cc0efc9180f3fa6b8d1109fb15f232fb99e05cba
94	DEREFERENCE_NULLABLE	dereferenced expression emitterXml is @Nullable	    final String name = emitterXml.getFile();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/graphics/emitters/xml/EmitterLoader.java:33	14586cf5537103e9ef866cd111bad7013756425e
95	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.font;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/FontIcon.java:38	13ac2cc10a9829d17d619cd67e4c8fb85e2e81c9
96	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.font;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/GuiComponent.java:227	02277bb64e282924537738c61496d98a837ddec1
97	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.name;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/GuiComponent.java:264	722979dc528854ca4a7a3d4bfc0a259b21d70df6
98	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.horizontalSlider;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/ListField.java:158	8244855170e0b4de7f1b3667f2e4f4e73dfbad45
99	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.verticalSlider;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/ListField.java:254	5a5198731c461b2c8e23037d9913e53c7b343c60
100	DEREFERENCE_NULLABLE	dereferenced expression this.getListEntry(column, row) is @Nullable	            this.getListEntry(column, row)	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/ListField.java:280	ca0d91abcef98672c95844358bb903b7259d6e5e
101	DEREFERENCE_NULLABLE	dereferenced expression this.getListEntry(column, row) is @Nullable	            this.getListEntry(column, row)	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/ListField.java:286	5279eaaeb324c862fbe90b150f7508cc0a5b7f38
102	DEREFERENCE_NULLABLE	dereferenced expression this.getListEntry(column, row) is @Nullable	          this.getListEntry(column, row).setText("");	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/ListField.java:294	b07ce7381a1c09a0b176e67376b1d34334dcfe7b
103	DEREFERENCE_NULLABLE	dereferenced expression this.drawingSpace is @Nullable	    Graphics2D g = (Graphics2D) this.drawingSpace.getGraphics();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/MouseDrawComponent.java:73	935442a4eaf216f8aefb6ba7f386a6bae47fa562
104	DEREFERENCE_NULLABLE	dereferenced expression this.drawingSpace is @Nullable	    Graphics2D g = (Graphics2D) this.drawingSpace.getGraphics();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/MouseDrawComponent.java:54	fe2155e2c9b1b36bfcac4eb3785c4daedcc07016
105	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.currentValue;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/NumberAdjuster.java:43	a121543dbe9849d45d4abf1d790bb33d542d8261
106	DEREFERENCE_NULLABLE	dereferenced expression this.sliderComponent is @Nullable	    this.onChange(e -> this.sliderComponent.setLocation(this.getRelativeSliderPosition()));	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/Slider.java:37	3272262c48a8bd9ffd8cccb954f10174e8720cd8
107	METHOD_NO_INIT	initializer method does not guarantee @NonNull fields button1 (line 12), button2 (line 13) are initialized along all control-flow paths (remember to check for exceptions or early returns).	  protected Slider(	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/Slider.java:24	d5da361d384060c812c97d3c2f5a4474c84a00cd
108	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.sliderComponent;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/Slider.java:72	4636232ba50401f6e00a7fbddd63e2a558cac60c
109	DEREFERENCE_NULLABLE	dereferenced expression img is @Nullable	    final Graphics2D g = img.createGraphics();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/SpeechBubble.java:257	18d02a7fc95762f1aa22f4fab8f970aca7ba6b55
110	DEREFERENCE_NULLABLE	dereferenced expression this.currentText is @Nullable	    while (measurer.getPosition() < this.currentText.length()) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/SpeechBubble.java:271	fc65c327feed9fc54830c93ff0e8c54f40303ff2
111	DEREFERENCE_NULLABLE	dereferenced expression entityCenter is @Nullable	    final float startX = (float) (entityCenter.getX() - deltaX);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/SpeechBubble.java:166	8da00b7f4a056b563f8a5bef5fdc685890f18a4b
112	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.fullText;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/gui/TextFieldComponent.java:67	c9cba1f7d14b757627bc43cdc65bb0ca08595b6f
113	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	      return null;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/input/GamepadManager.java:163	afd374eb66a6ce4b8ab4962cb8adfc2c93bca2d5
114	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return gamePadManager;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/input/Input.java:50	322b1864d2036802db5fadedef648173288e28ec
115	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return keyboard;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/input/Input.java:59	36b96c65e661146a1a435d5bc08fad1171d3d65d
116	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return mouse;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/input/Input.java:68	b1d1782fecd35d59726e9c1e12791d71de99ebe5
117	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(Collision.ANY) is @Nullable	    this.collisionEntities.get(Collision.ANY).add(entity);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:84	f197996532137c9a71104f7c41061aee8eaea6aa
118	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(entity.getCollisionType()) is @Nullable	        this.collisionEntities.get(entity.getCollisionType()).add(entity);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:78	923840b3e8df86921e42cc6069ef83caff708826
119	DEREFERENCE_NULLABLE	dereferenced expression this.getBounds() is @Nullable	    double leftBoundX = this.getBounds().getMinX() - collisionLocationX;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:844	2dcf3c08d2e773a1c15d3320588762910b454922
120	DEREFERENCE_NULLABLE	dereferenced expression this.collisionBoxes.get(type) is @Nullable	      this.collisionBoxes.get(type).clear();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:121	3d4dc2df0b464a81362993716e5fc1d91129d6ee
121	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(type) is @Nullable	      this.collisionEntities.get(type).clear();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:120	cc75c1c0b4b15b3961b9a64acdc9a67ece61c004
122	DEREFERENCE_NULLABLE	enhanced-for expression involvedEntities is @Nullable	    for (ICollisionEntity involved : involvedEntities) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:910	579dfccb4cf4e9d54f0472e8b2000b19c6e73f46
123	PASS_NULLABLE	passing @Nullable parameter 'involvedEntities' where @NonNull is required	    CollisionEvent event = new CollisionEvent(collider, involvedEntities);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:905	39db471c086fdd91faac821c06ce7bea5a59d043
124	DEREFERENCE_NULLABLE	enhanced-for expression this.collisionEntities.get(collision) is @Nullable	    for (final ICollisionEntity collisionEntity : this.collisionEntities.get(collision)) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:544	8334ffff9f5098d7515ce8d1d0a413ae3eb779e5
125	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(Collision.ANY) is @Nullable	    this.collisionEntities.get(Collision.ANY).remove(entity);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:107	5b3f5880ee2f56703b88a2454e191f1b43e82d67
126	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(entity.getCollisionType()) is @Nullable	        this.collisionEntities.get(entity.getCollisionType()).remove(entity);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:101	b91ed9a1742c8793595fd908fbf94d3d623e870b
127	DEREFERENCE_NULLABLE	dereferenced expression this.collisionBoxes.get(type) is @Nullable	      this.collisionBoxes.get(type).clear();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:690	d17009688b383a58ced094f2d491cdb0dede6ca7
128	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(type) is @Nullable	              this.collisionEntities.get(type).stream()	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:694	cf5206d145d7e132cf9cfe6a04cdcda9d18ad044
129	DEREFERENCE_NULLABLE	dereferenced expression layer is @Nullable	      layer.addMapObject(mapObject);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/Maps.java:268	4944bcd18db0353fc7a17f75fc21a8237ca2e546
130	DEREFERENCE_NULLABLE	dereferenced expression x.getImage() is @Nullable	                  x.getName().equals(sprite.getName()) && x.getImage().equals(sprite.getImage()))) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/ResourceBundle.java:203	0538dc4e0d98c0657dda4cd50ebfb5d45481492d
131	DEREFERENCE_NULLABLE	dereferenced expression x.getName() is @Nullable	                  x.getName().equals(sprite.getName()) && x.getImage().equals(sprite.getImage()))) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/ResourceBundle.java:203	cd0f22366ccfad90c7ad2647ff107f19a598c6f6
132	DEREFERENCE_NULLABLE	dereferenced expression x.getName() is @Nullable	      if (distinctTilesets.stream().anyMatch(x -> x.getName().equals(tileset.getName()))) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/ResourceBundle.java:214	496c367bb8f9d734c11fcbb2d115de999c854c73
133	DEREFERENCE_NULLABLE	dereferenced expression file is @Nullable	      return file.openStream();	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/Resources.java:366	cf2d9a4ab4219395c5b8105c4009e8f3744113d5
134	DEREFERENCE_NULLABLE	dereferenced expression resourceName is @Nullable	    this.add(resourceName.toString(), resource);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/ResourcesContainer.java:115	f570d8d05cf82df0933ad13f3c2d80072fc5c2b9
135	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	    return this.get(this.getIdentifier(resourceName), false);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/ResourcesContainer.java:189	eb27e0ef4929f356d165ffe759dd94efc5d973c8
136	DEREFERENCE_NULLABLE	dereferenced expression x.getName() is @Nullable	        .filter(x -> x.getName().equals(name))	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/TextureAtlas.java:89	a940de9853d1307b9596b4c7016b71e1af804b44
137	DEREFERENCE_NULLABLE	dereferenced expression tileset is @Nullable	      tileset.finish(resourceName);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/resources/Tilesets.java:19	4aaab4e6c0312a2672b9597c3ead9682f9a14340
138	DEREFERENCE_NULLABLE	dereferenced expression intro.getFormat() is @Nullable	    if (!intro.getFormat().matches(loop.getFormat())) {	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/sound/IntroTrack.java:52	83331ead311735c11d0bd0c8edd09b66bf30b47c
139	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	      return null;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/sound/SoundEngine.java:650	7f4191edeb2af7d40eeee8f2a3049815f0c7f3fe
140	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	      return null;	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/sound/SoundEngine.java:655	ece3361da88b41564691d67b1d50806c41bb9198
141	DEREFERENCE_NULLABLE	dereferenced expression this.sound is @Nullable	    return super.toString() + "[sound=" + this.sound.getName() + "]";	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/sound/SoundEvent.java:34	251e6f8aba9d8b48b0f2647b1851afbc552b9bab
142	DEREFERENCE_NULLABLE	dereferenced expression this.getTweens().get(target) is @Nullable	      this.getTweens().get(target).put(type, tween);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/tweening/TweenEngine.java:35	c782876e8f38222cdf337e47475cc05f9b10874c
143	DEREFERENCE_NULLABLE	dereferenced expression this.getTweens().get(target) is @Nullable	      this.getTweens().get(target).remove(type);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/tweening/TweenEngine.java:123	5fb26725717b3d9d06ac3c7f90ef911447f8ad42
144	DEREFERENCE_NULLABLE	dereferenced expression tween.getEquation() is @Nullable	                  + tween.getEquation().compute(elapsed / (float) tween.getDuration())	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/tweening/TweenEngine.java:168	bbdb64d6972db19917c75051749430ae94f38046
145	DEREFERENCE_NULLABLE	dereferenced expression collection is @Nullable	    return joinArray(collection.toArray(), DEFAULT_STRING_DELIMITER);	/home/vscode/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/util/ArrayUtilities.java:335	9945c63e44215e1f4a89a2ed1b872d062eb6bad5
